,city,date,price,ratio
40,南宁,201305,7528,1.39
41,南宁,201304,7425,1.03
42,南宁,201303,7349,2.53
43,南宁,201302,7168,1.62
44,南宁,201301,7054,-3.98
45,南宁,201212,7346,-3.38
46,南宁,201211,7603,0.84
47,南宁,201210,7540,-1.55
48,南宁,201209,7659,-1.44
49,南宁,201208,7771,-0.30
50,南宁,201207,7794,0.95
51,南宁,201206,7721,0.22
52,南宁,201205,7704,-0.56
53,南宁,201204,7747,-2.36
54,南宁,201203,7934,-0.49
55,南宁,201202,7973,-1.91
56,南宁,201201,8128,-0.36
57,南宁,201112,8157,-0.80
58,南宁,201111,8223,-1.20
59,南宁,201110,8323,-0.17
60,南宁,201109,8337,0.30
61,南宁,201108,8312,-0.41
62,南宁,201107,8346,-0.41
63,南宁,201106,8380,1.63
64,南宁,201105,8246,-0.43
65,南宁,201104,8282,0.82
66,南宁,201103,8215,-0.30
67,南宁,201102,8240,-1.20
68,南宁,201101,8340,3.73
69,南宁,201012,8040,1.43
70,南宁,201011,7927,0.71
71,南宁,201010,7871,1.27
72,南宁,201009,7772,0.26
73,南宁,201008,7752,-0.59
74,南宁,201007,7798,-0.36
75,南宁,201006,7826,-0.14
0,南通,201609,8637,0.51
1,南通,201608,8593,0.15
2,南通,201607,8580,1.47
3,南通,201606,8456,0.49
4,南通,201605,8415,2.66
5,南通,201604,8197,-0.15
6,南通,201603,8209,-0.06
7,南通,201602,8214,-0.64
8,南通,201601,8267,-0.25
9,南通,201512,8288,0.10
10,南通,201511,8280,0
11,南通,201510,8280,0.77
12,南通,201509,8217,1.13
13,南通,201508,8125,0.33
14,南通,201507,8098,-0.05
15,南通,201506,8102,-0.92
16,南通,201505,8177,-1.36
17,南通,201504,8290,-0.60
18,南通,201503,8340,0.05
19,南通,201502,8336,-0.92
20,南通,201501,8413,-1.12
21,南通,201412,8508,-1.55
22,南通,201411,8642,-1.93
23,南通,201410,8812,0.91
24,南通,201409,8733,-1.30
25,南通,201408,8848,-0.64
26,南通,201407,8905,-2.26
27,南通,201406,9111,0.54
28,南通,201405,9062,-1.50
29,南通,201404,9200,-2.00
30,南通,201403,9388,0.53
31,南通,201402,9339,-0.64
32,南通,201401,9399,-0.66
33,南通,201312,9461,-1.86
34,南通,201311,9640,-1.31
35,南通,201310,9768,0.31
36,南通,201309,9738,0.86
37,南通,201308,9655,1.73
38,南通,201307,9491,-0.15
39,南通,201306,9505,-0.78
40,南通,201305,9580,1.60
41,南通,201304,9429,3.15
42,南通,201303,9141,1.07
43,南通,201302,9044,1.24
44,南通,201301,8933,-1.47
45,南通,201212,9066,-0.71
46,南通,201211,9131,-0.82
47,南通,201210,9206,-0.45
48,南通,201209,9248,0
49,南通,201208,9248,0.57
50,南通,201207,9196,0.09
51,南通,201206,9188,-2.03
52,南通,201205,9378,-2.46
53,南通,201204,9614,-1.16
54,南通,201203,9727,-0.13
55,南通,201202,9740,-2.30
56,南通,201201,9969,-0.30
57,南通,201112,9999,-0.63
58,南通,201111,10062,-3.80
59,南通,201110,10459,0.63
60,南通,201109,10394,-0.44
61,南通,201108,10440,-0.74
62,南通,201107,10518,0.54
63,南通,201106,10461,1.29
64,南通,201105,10328,-2.32
65,南通,201104,10573,0.02
66,南通,201103,10571,0.21
67,南通,201102,10549,2.73
68,南通,201101,10269,2.26
69,南通,201012,10042,0.20
70,南通,201011,10022,2.92
71,南通,201010,9738,0.86
72,南通,201009,9655,0.71
73,南通,201008,9587,2.21
74,南通,201007,9380,-0.56
75,南通,201006,9433,2.52
0,宁波,201609,12734,1.54
1,宁波,201608,12541,1.12
2,宁波,201607,12402,-0.49
3,宁波,201606,12463,0.85
4,宁波,201605,12358,1.60
5,宁波,201604,12163,0.33
6,宁波,201603,12123,0.92
7,宁波,201602,12013,-1.02
8,宁波,201601,12137,-0.70
9,宁波,201512,12223,-0.46
10,宁波,201511,12279,0.91
11,宁波,201510,12168,0.26
12,宁波,201509,12137,0.04
13,宁波,201508,12132,-0.04
14,宁波,201507,12137,-1.08
15,宁波,201506,12270,-0.85
16,宁波,201505,12375,0.28
17,宁波,201504,12341,-0.91
18,宁波,201503,12454,-0.46
19,宁波,201502,12512,0.46
20,宁波,201501,12455,0.31
21,宁波,201412,12416,-0.83
22,宁波,201411,12520,-1.60
23,宁波,201410,12723,-1.02
24,宁波,201409,12854,0.07
25,宁波,201408,12845,-1.53
26,宁波,201407,13044,0.41
27,宁波,201406,12991,-0.02
28,宁波,201405,12994,-1.92
29,宁波,201404,13248,-0.85
30,宁波,201403,13361,0.03
31,宁波,201402,13357,0.02
32,宁波,201401,13355,-0.46
33,宁波,201312,13417,0.09
34,宁波,201311,13405,0.67
35,宁波,201310,13316,1.05
36,宁波,201309,13178,-0.27
37,宁波,201308,13214,0.78
38,宁波,201307,13112,0.38
39,宁波,201306,13063,0.94
40,宁波,201305,12942,0.31
41,宁波,201304,12902,-0.61
42,宁波,201303,12981,1.10
43,宁波,201302,12840,-1.06
44,宁波,201301,12977,1.57
45,宁波,201212,12776,-0.73
46,宁波,201211,12870,1.05
47,宁波,201210,12736,-0.64
48,宁波,201209,12818,-0.08
49,宁波,201208,12828,-0.43
50,宁波,201207,12883,-0.06
51,宁波,201206,12891,0.33
52,宁波,201205,12849,-0.10
53,宁波,201204,12862,0.30
54,宁波,201203,12823,-0.10
55,宁波,201202,12836,-0.12
56,宁波,201201,12852,-0.05
57,宁波,201112,12859,-0.01
58,宁波,201111,12860,-2.25
59,宁波,201110,13156,0.32
60,宁波,201109,13114,-0.44
61,宁波,201108,13172,-0.80
62,宁波,201107,13278,-1.40
63,宁波,201106,13467,0.35
64,宁波,201105,13420,0.43
65,宁波,201104,13362,-0.74
66,宁波,201103,13461,0.25
67,宁波,201102,13428,0.06
68,宁波,201101,13420,0.52
69,宁波,201012,13350,-0.97
70,宁波,201011,13481,-0.37
71,宁波,201010,13531,-1.11
72,宁波,201009,13683,-0.71
73,宁波,201008,13781,-0.29
74,宁波,201007,13821,-0.43
75,宁波,201006,13881,2.79
0,秦皇岛,201609,6526,0.40
1,秦皇岛,201608,6500,1.47
2,秦皇岛,201607,6406,-1.00
3,秦皇岛,201606,6471,0.64
4,秦皇岛,201605,6430,-0.99
5,秦皇岛,201604,6494,1.11
6,秦皇岛,201603,6423,-1.32
7,秦皇岛,201602,6509,0.42
8,秦皇岛,201601,6482,0.67
9,秦皇岛,201512,6439,0.36
10,秦皇岛,201511,6416,0.05
11,秦皇岛,201510,6413,-1.54
12,秦皇岛,201509,6513,0.90
13,秦皇岛,201508,6455,-0.60
14,秦皇岛,201507,6494,-1.26
15,秦皇岛,201506,6577,-0.26
16,秦皇岛,201505,6594,0.24
17,秦皇岛,201504,6578,0.70
18,秦皇岛,201503,6532,-0.91
19,秦皇岛,201502,6592,-0.48
20,秦皇岛,201501,6624,-0.32
21,秦皇岛,201412,6645,-1.38
22,秦皇岛,201411,6738,-1.96
23,秦皇岛,201410,6873,-0.06
24,秦皇岛,201409,6877,-0.88
25,秦皇岛,201408,6938,-0.86
26,秦皇岛,201407,6998,1.52
27,秦皇岛,201406,6893,0.39
28,秦皇岛,201405,6866,-2.47
29,秦皇岛,201404,7040,-1.18
30,秦皇岛,201403,7124,0.89
31,秦皇岛,201402,7061,1.10
32,秦皇岛,201401,6984,0.63
33,秦皇岛,201312,6940,-0.47
34,秦皇岛,201311,6973,0.09
35,秦皇岛,201310,6967,-1.43
36,秦皇岛,201309,7068,1.49
37,秦皇岛,201308,6964,-1.64
38,秦皇岛,201307,7080,-0.76
39,秦皇岛,201306,7134,0.65
40,秦皇岛,201305,7088,-0.45
41,秦皇岛,201304,7120,0.59
42,秦皇岛,201303,7078,0.55
43,秦皇岛,201302,7039,3.12
44,秦皇岛,201301,6826,2.35
45,秦皇岛,201212,6669,-3.15
46,秦皇岛,201211,6886,-0.35
47,秦皇岛,201210,6910,0.63
48,秦皇岛,201209,6867,1.24
49,秦皇岛,201208,6783,-0.02
50,秦皇岛,201207,6784,-0.07
51,秦皇岛,201206,6789,0.04
52,秦皇岛,201205,6786,-0.63
53,秦皇岛,201204,6829,-1.22
54,秦皇岛,201203,6913,0.67
55,秦皇岛,201202,6867,-0.36
56,秦皇岛,201201,6892,0.02
57,秦皇岛,201112,6891,-0.65
58,秦皇岛,201111,6936,0.30
59,秦皇岛,201110,6915,-0.36
60,秦皇岛,201109,6940,0.81
61,秦皇岛,201108,6884,-0.12
62,秦皇岛,201107,6892,0.89
63,秦皇岛,201106,6831,0.10
64,秦皇岛,201105,6824,1.94
65,秦皇岛,201104,6694,0.06
66,秦皇岛,201103,6690,1.84
67,秦皇岛,201102,6569,0.37
68,秦皇岛,201101,6545,0.99
69,秦皇岛,201012,6481,2.00
70,秦皇岛,201011,6354,0.92
71,秦皇岛,201010,6296,1.34
72,秦皇岛,201009,6213,2.24
73,秦皇岛,201008,6077,4.11
74,秦皇岛,201007,5837,0.97
75,秦皇岛,201006,5781,0.87
0,青岛,201609,9182,1.32
1,青岛,201608,9062,2.37
2,青岛,201607,8852,0.27
3,青岛,201606,8828,0.22
4,青岛,201605,8809,0.33
5,青岛,201604,8780,0.61
6,青岛,201603,8727,0.47
7,青岛,201602,8686,0.42
8,青岛,201601,8650,-0.84
9,青岛,201512,8723,-0.53
10,青岛,201511,8769,-0.76
11,青岛,201510,8836,-0.75
12,青岛,201509,8903,-0.84
13,青岛,201508,8978,-0.73
14,青岛,201507,9044,0.97
15,青岛,201506,8957,0.25
16,青岛,201505,8935,-0.08
17,青岛,201504,8942,-0.81
18,青岛,201503,9015,-0.76
19,青岛,201502,9084,-1.20
20,青岛,201501,9194,-0.90
21,青岛,201412,9277,-0.71
22,青岛,201411,9343,0.08
23,青岛,201410,9336,-1.03
24,青岛,201409,9433,-1.16
25,青岛,201408,9544,-0.13
26,青岛,201407,9556,-0.96
27,青岛,201406,9649,-1.66
28,青岛,201405,9812,0.19
29,青岛,201404,9793,-0.44
30,青岛,201403,9836,0.54
31,青岛,201402,9783,0.45
32,青岛,201401,9739,0.42
33,青岛,201312,9698,0.33
34,青岛,201311,9666,1.00
35,青岛,201310,9570,0.56
36,青岛,201309,9517,0.18
37,青岛,201308,9500,0.11
38,青岛,201307,9490,-0.04
39,青岛,201306,9494,0.95
40,青岛,201305,9405,1.13
41,青岛,201304,9300,0.28
42,青岛,201303,9274,0.66
43,青岛,201302,9213,0.38
44,青岛,201301,9178,0.78
45,青岛,201212,9107,0.33
46,青岛,201211,9077,-0.35
47,青岛,201210,9109,-0.06
48,青岛,201209,9114,-0.15
49,青岛,201208,9128,-0.04
50,青岛,201207,9132,-0.12
51,青岛,201206,9143,-0.04
52,青岛,201205,9147,-0.55
53,青岛,201204,9198,-0.43
54,青岛,201203,9238,-0.31
55,青岛,201202,9267,-0.08
56,青岛,201201,9274,0.03
57,青岛,201112,9271,0.04
58,青岛,201111,9267,-0.01
59,青岛,201110,9268,0.30
60,青岛,201109,9240,0.56
61,青岛,201108,9189,0.10
62,青岛,201107,9180,0.25
63,青岛,201106,9157,0.60
64,青岛,201105,9102,-0.43
65,青岛,201104,9141,0.30
66,青岛,201103,9114,-0.15
67,青岛,201102,9128,0.19
68,青岛,201101,9111,0.60
69,青岛,201012,9057,0.75
70,青岛,201011,8990,2.07
71,青岛,201010,8808,0.94
72,青岛,201009,8726,3.76
73,青岛,201008,8410,-0.04
74,青岛,201007,8413,-1.51
75,青岛,201006,8542,0.48
0,泉州,201609,7343,0.60
1,泉州,201608,7299,-0.45
2,泉州,201607,7332,-0.49
3,泉州,201606,7368,0.89
4,泉州,201605,7303,0.21
5,泉州,201604,7288,0.08
6,泉州,201603,7282,-2.26
7,泉州,201602,7450,-0.94
8,泉州,201601,7521,0.59
9,泉州,201512,7477,0.40
10,泉州,201511,7447,-0.87
11,泉州,201510,7512,-1.37
12,泉州,201509,7616,-0.37
13,泉州,201508,7644,0.74
14,泉州,201507,7588,-1.08
15,泉州,201506,7671,-1.06
16,泉州,201505,7753,1.32
17,泉州,201504,7652,-1.76
18,泉州,201503,7789,-0.38
19,泉州,201502,7819,0.37
20,泉州,201501,7790,1.35
21,泉州,201412,7686,-0.34
22,泉州,201411,7712,-0.68
23,泉州,201410,7765,-1.91
24,泉州,201409,7916,0.30
25,泉州,201408,7892,-0.14
26,泉州,201407,7903,1.66
27,泉州,201406,7774,0.09
28,泉州,201405,7767,0.82
29,泉州,201404,7704,-0.47
30,泉州,201403,7740,-1.45
31,泉州,201402,7854,0.03
32,泉州,201401,7852,1.91
33,泉州,201312,7705,0.30
34,泉州,201311,7682,0.45
35,泉州,201310,7648,0.49
36,泉州,201309,7611,-0.50
37,泉州,201308,7649,0.18
38,泉州,201307,7635,4.45
39,泉州,201306,7310,0.19
40,泉州,201305,7296,2.16
41,泉州,201304,7142,3.37
42,泉州,201303,6909,2.08
43,泉州,201302,6768,0.40
44,泉州,201301,6741,3.96
45,泉州,201212,6484,3.18
46,泉州,201211,6284,-0.43
47,泉州,201210,6311,0.11
48,泉州,201209,6304,-1.81
49,泉州,201208,6420,-1.65
50,泉州,201207,6528,0.17
51,泉州,201206,6517,0.29
52,泉州,201205,6498,-2.58
53,泉州,201204,6670,-0.46
54,泉州,201203,6701,-0.36
55,泉州,201202,6725,-0.50
56,泉州,201201,6759,0.48
57,泉州,201112,6727,-0.37
58,泉州,201111,6752,0.52
59,泉州,201110,6717,-0.03
60,泉州,201109,6719,-3.64
61,泉州,201108,6973,1.09
62,泉州,201107,6898,1.13
63,泉州,201106,6821,2.11
64,泉州,201105,6680,2.06
65,泉州,201104,6545,4.24
66,泉州,201103,6279,0.05
67,泉州,201102,6276,-0.08
68,泉州,201101,6281,-0.19
69,泉州,201012,6293,-0.27
70,泉州,201011,6310,1.14
71,泉州,201010,6239,0.03
72,泉州,201009,6237,-0.73
73,泉州,201008,6283,0.80
74,泉州,201007,6233,2.15
75,泉州,201006,6102,0.44
0,日照,201609,5959,-0.58
1,日照,201608,5994,0.79
2,日照,201607,5947,0
3,日照,201606,5947,0.03
4,日照,201605,5945,0.14
5,日照,201604,5937,0
6,日照,201603,5937,0.02
7,日照,201602,5936,2.03
8,日照,201601,5818,0.68
9,日照,201512,5779,-0.26
10,日照,201511,5794,0.05
11,日照,201510,5791,1.38
12,日照,201509,5712,1.12
13,日照,201508,5649,0.93
14,日照,201507,5597,-2.22
15,日照,201506,5724,-1.80
16,日照,201505,5829,-1.37
17,日照,201504,5910,-0.57
18,日照,201503,5944,0.03
19,日照,201502,5942,-0.47
20,日照,201501,5970,-0.32
21,日照,201412,5989,0.37
22,日照,201411,5967,-3.02
23,日照,201410,6153,1.03
24,日照,201409,6090,-1.90
25,日照,201408,6208,-2.18
26,日照,201407,6346,-1.93
27,日照,201406,6471,-1.34
28,日照,201405,6559,-2.37
29,日照,201404,6718,0.03
30,日照,201403,6716,0.40
31,日照,201402,6689,0.35
32,日照,201401,6666,-0.72
33,日照,201312,6714,0.03
34,日照,201311,6712,0.58
35,日照,201310,6673,-1.87
36,日照,201309,6800,-2.57
37,日照,201308,6979,3.44
38,日照,201307,6747,2.35
39,日照,201306,6592,0.34
40,日照,201305,6570,1.59
41,日照,201304,6467,1.35
42,日照,201303,6381,1.19
43,日照,201302,6306,-1.19
44,日照,201301,6382,-2.09
45,日照,201212,6518,0.29
46,日照,201211,6499,0.12
47,日照,201210,6491,-0.35
48,日照,201209,6514,0.34
49,日照,201208,6492,0.43
50,日照,201207,6464,1.03
51,日照,201206,6398,-0.36
52,日照,201205,6421,-0.51
53,日照,201204,6454,-0.49
54,日照,201203,6486,0.65
55,日照,201202,6444,0.80
56,日照,201201,6393,-0.82
57,日照,201112,6446,-0.59
58,日照,201111,6484,-0.48
59,日照,201110,6515,-0.41
60,日照,201109,6542,0.49
61,日照,201108,6510,2.33
62,日照,201107,6362,1.29
63,日照,201106,6281,1.47
64,日照,201105,6190,0.95
65,日照,201104,6132,0.95
66,日照,201103,6074,0.08
67,日照,201102,6069,1.18
68,日照,201101,5998,0.02
69,日照,201012,5997,-0.51
70,日照,201011,6028,1.06
71,日照,201010,5965,1.77
72,日照,201009,5861,1.93
73,日照,201008,5750,0.81
74,日照,201007,5704,2.83
75,日照,201006,5547,0.04
0,三亚,201609,18047,0.37
1,三亚,201608,17980,0.11
2,三亚,201607,17960,-0.72
3,三亚,201606,18090,0.31
4,三亚,201605,18034,-0.16
5,三亚,201604,18063,-0.90
6,三亚,201603,18227,-2.15
7,三亚,201602,18628,-0.46
8,三亚,201601,18714,-2.02
9,三亚,201512,19100,-2.30
10,三亚,201511,19550,-1.52
11,三亚,201510,19852,-1.56
12,三亚,201509,20167,-0.45
13,三亚,201508,20258,0.58
14,三亚,201507,20141,0.19
15,三亚,201506,20103,-1.21
16,三亚,201505,20349,-0.98
17,三亚,201504,20550,0.57
18,三亚,201503,20434,-0.75
19,三亚,201502,20588,-0.85
20,三亚,201501,20764,-0.42
21,三亚,201412,20852,-2.10
22,三亚,201411,21299,-1.77
23,三亚,201410,21683,-1.47
24,三亚,201409,22006,-3.06
25,三亚,201408,22701,-3.05
26,三亚,201407,23415,-2.76
27,三亚,201406,24080,-1.02
28,三亚,201405,24328,-1.61
29,三亚,201404,24726,-0.86
30,三亚,201403,24940,0.44
31,三亚,201402,24831,-0.86
32,三亚,201401,25046,0.60
33,三亚,201312,24897,0.92
34,三亚,201311,24670,0.81
35,三亚,201310,24472,1.34
36,三亚,201309,24148,0.65
37,三亚,201308,23992,0.46
38,三亚,201307,23882,0.23
39,三亚,201306,23827,1.49
40,三亚,201305,23477,-0.72
41,三亚,201304,23648,2.67
42,三亚,201303,23033,-2.65
43,三亚,201302,23660,-1.33
44,三亚,201301,23979,-3.20
45,三亚,201212,24772,-3.69
46,三亚,201211,25722,-0.41
47,三亚,201210,25827,-0.77
48,三亚,201209,26028,0.68
49,三亚,201208,25853,-0.75
50,三亚,201207,26048,-0.08
51,三亚,201206,26070,0.57
52,三亚,201205,25922,0.02
53,三亚,201204,25916,-1.93
54,三亚,201203,26425,0.66
55,三亚,201202,26252,-2.14
56,三亚,201201,26825,0.09
57,三亚,201112,26802,1.08
58,三亚,201111,26517,-1.03
59,三亚,201110,26793,-0.84
60,三亚,201109,27021,-0.37
61,三亚,201108,27122,-0.13
62,三亚,201107,27156,2.61
63,三亚,201106,26465,-1.47
64,三亚,201105,26860,2.50
65,三亚,201104,26206,-0.83
66,三亚,201103,26426,-0.36
67,三亚,201102,26521,0.61
68,三亚,201101,26359,0.50
69,三亚,201012,26229,-0.27
70,三亚,201011,26299,0.78
71,三亚,201010,26096,-0.97
72,三亚,201009,26352,-4.13
73,三亚,201008,27486,-1.02
74,三亚,201007,27770,-1.85
75,三亚,201006,28293,-1.14
0,汕头,201609,8242,-1.80
1,汕头,201608,8393,-1.40
2,汕头,201607,8512,0.18
3,汕头,201606,8497,-0.47
4,汕头,201605,8537,-0.50
5,汕头,201604,8580,0.15
6,汕头,201603,8567,1.04
7,汕头,201602,8479,-0.98
8,汕头,201601,8563,2.90
9,汕头,201512,8322,1.87
10,汕头,201511,8169,-0.67
11,汕头,201510,8224,1.11
12,汕头,201509,8134,1.21
13,汕头,201508,8037,-0.79
14,汕头,201507,8101,0.16
15,汕头,201506,8088,0.91
16,汕头,201505,8015,-1.64
17,汕头,201504,8149,-0.59
18,汕头,201503,8197,0.74
19,汕头,201502,8137,-2.62
20,汕头,201501,8356,1.14
21,汕头,201412,8262,-0.73
22,汕头,201411,8323,-1.64
23,汕头,201410,8462,0.87
24,汕头,201409,8389,1.13
25,汕头,201408,8295,-1.13
26,汕头,201407,8390,0.65
27,汕头,201406,8336,1.93
28,汕头,201405,8178,-3.64
29,汕头,201404,8487,-2.18
30,汕头,201403,8676,-2.98
31,汕头,201402,8942,0.90
32,汕头,201401,8862,0.88
33,汕头,201312,8785,0.09
34,汕头,201311,8777,0.79
35,汕头,201310,8708,-0.61
36,汕头,201309,8761,2.93
37,汕头,201308,8512,-0.72
38,汕头,201307,8574,-0.58
39,汕头,201306,8624,1.85
40,汕头,201305,8467,3.19
41,汕头,201304,8205,3.63
42,汕头,201303,7918,2.18
43,汕头,201302,7749,0.75
44,汕头,201301,7691,2.18
45,汕头,201212,7527,3.35
46,汕头,201211,7283,0.43
47,汕头,201210,7252,1.91
48,汕头,201209,7116,1.57
49,汕头,201208,7006,-0.92
50,汕头,201207,7071,-1.42
51,汕头,201206,7173,-0.87
52,汕头,201205,7236,-1.58
53,汕头,201204,7352,-1.53
54,汕头,201203,7466,0.58
55,汕头,201202,7423,0.16
56,汕头,201201,7411,-0.96
57,汕头,201112,7483,1.30
58,汕头,201111,7387,1.28
59,汕头,201110,7294,-0.29
60,汕头,201109,7315,0.88
61,汕头,201108,7251,0.55
62,汕头,201107,7211,0
63,汕头,201106,7211,-0.25
64,汕头,201105,7229,1.76
65,汕头,201104,7104,-0.73
66,汕头,201103,7156,-0.40
67,汕头,201102,7185,2.60
68,汕头,201101,7003,0.97
69,汕头,201012,6936,1.17
70,汕头,201011,6856,0.50
71,汕头,201010,6822,0.13
72,汕头,201009,6813,1.85
73,汕头,201008,6689,-1.95
74,汕头,201007,6822,-4.32
75,汕头,201006,7130,0.21
0,上海,201609,44957,3.54
1,上海,201608,43420,3.87
2,上海,201607,41802,2.93
3,上海,201606,40612,1.17
4,上海,201605,40144,1.90
5,上海,201604,39394,0.92
6,上海,201603,39035,5.09
7,上海,201602,37144,0.22
8,上海,201601,37062,0.34
9,上海,201512,36935,2.19
10,上海,201511,36143,1.40
11,上海,201510,35644,0.54
12,上海,201509,35451,0.13
13,上海,201508,35405,3.77
14,上海,201507,34118,1.16
15,上海,201506,33727,1.40
16,上海,201505,33263,2.32
17,上海,201504,32509,0.26
18,上海,201503,32426,0.41
19,上海,201502,32295,0.05
20,上海,201501,32278,0.78
21,上海,201412,32029,-0.35
22,上海,201411,32140,1.18
23,上海,201410,31766,-0.29
24,上海,201409,31859,-1.11
25,上海,201408,32215,-0.33
26,上海,201407,32322,-0.45
27,上海,201406,32469,0.25
28,上海,201405,32388,-0.43
29,上海,201404,32527,0.58
30,上海,201403,32339,0.99
31,上海,201402,32022,1.11
32,上海,201401,31670,1.31
33,上海,201312,31260,2.34
34,上海,201311,30544,1.83
35,上海,201310,29995,2.35
36,上海,201309,29306,1.13
37,上海,201308,28979,1.07
38,上海,201307,28672,0.86
39,上海,201306,28429,0.58
40,上海,201305,28265,0.23
41,上海,201304,28200,0.19
42,上海,201303,28147,0.45
43,上海,201302,28022,1.33
44,上海,201301,27655,2.30
45,上海,201212,27034,0.31
46,上海,201211,26951,0.07
47,上海,201210,26933,0.03
48,上海,201209,26924,0.07
49,上海,201208,26905,0.19
50,上海,201207,26853,0.03
51,上海,201206,26844,0.65
52,上海,201205,26670,-0.96
53,上海,201204,26929,-0.65
54,上海,201203,27104,-0.24
55,上海,201202,27169,-0.07
56,上海,201201,27187,-0.09
57,上海,201112,27210,-0.42
58,上海,201111,27325,-0.47
59,上海,201110,27454,-0.44
60,上海,201109,27576,-0.23
61,上海,201108,27639,-0.13
62,上海,201107,27674,1.20
63,上海,201106,27346,0.96
64,上海,201105,27086,1.53
65,上海,201104,26677,1.80
66,上海,201103,26206,-0.02
67,上海,201102,26211,1.32
68,上海,201101,25870,1.94
69,上海,201012,25377,-0.12
70,上海,201011,25407,1.34
71,上海,201010,25071,1.72
72,上海,201009,24647,1.56
73,上海,201008,24268,-3.54
74,上海,201007,25159,-1.25
75,上海,201006,25477,1.89
0,绍兴,201609,8385,-0.52
1,绍兴,201608,8429,0.24
2,绍兴,201607,8409,0.60
3,绍兴,201606,8359,0
4,绍兴,201605,8359,-0.10
5,绍兴,201604,8367,0.05
6,绍兴,201603,8363,1.17
7,绍兴,201602,8266,1.13
8,绍兴,201601,8174,-0.51
9,绍兴,201512,8216,-1.25
10,绍兴,201511,8320,-0.74
11,绍兴,201510,8382,-0.49
12,绍兴,201509,8423,-1.21
13,绍兴,201508,8526,-0.53
14,绍兴,201507,8571,-1.12
15,绍兴,201506,8668,-0.77
16,绍兴,201505,8735,-1.36
17,绍兴,201504,8855,-1.13
18,绍兴,201503,8956,0.49
19,绍兴,201502,8912,-0.99
20,绍兴,201501,9001,-0.49
21,绍兴,201412,9045,-0.79
22,绍兴,201411,9117,-3.13
23,绍兴,201410,9412,-0.39
24,绍兴,201409,9449,-2.37
25,绍兴,201408,9678,-0.75
26,绍兴,201407,9751,-0.68
27,绍兴,201406,9818,0.74
28,绍兴,201405,9746,0.25
29,绍兴,201404,9722,-0.33
30,绍兴,201403,9754,1.37
31,绍兴,201402,9622,-3.22
32,绍兴,201401,9942,0.38
33,绍兴,201312,9904,0.05
34,绍兴,201311,9899,-0.95
35,绍兴,201310,9994,-1.79
36,绍兴,201309,10176,0.05
37,绍兴,201308,10171,-0.01
38,绍兴,201307,10172,-0.07
39,绍兴,201306,10179,-0.36
40,绍兴,201305,10216,-0.72
41,绍兴,201304,10290,1.09
42,绍兴,201303,10179,0.66
43,绍兴,201302,10112,-0.73
44,绍兴,201301,10186,3.55
45,绍兴,201212,9837,0.57
46,绍兴,201211,9781,0.39
47,绍兴,201210,9743,0.38
48,绍兴,201209,9706,-0.07
49,绍兴,201208,9713,-0.29
50,绍兴,201207,9741,0.10
51,绍兴,201206,9731,-0.49
52,绍兴,201205,9779,-1.21
53,绍兴,201204,9899,-0.49
54,绍兴,201203,9948,-0.63
55,绍兴,201202,10011,-0.51
56,绍兴,201201,10062,-0.10
57,绍兴,201112,10072,0.23
58,绍兴,201111,10049,-0.05
59,绍兴,201110,10054,-0.39
60,绍兴,201109,10093,0.74
61,绍兴,201108,10019,0.16
62,绍兴,201107,10003,0.10
63,绍兴,201106,9993,0.34
64,绍兴,201105,9959,-0.05
65,绍兴,201104,9964,-0.35
66,绍兴,201103,9999,-0.25
67,绍兴,201102,10024,0.10
68,绍兴,201101,10014,0.41
69,绍兴,201012,9973,-0.01
70,绍兴,201011,9974,0.02
71,绍兴,201010,9972,0.80
72,绍兴,201009,9893,0.11
73,绍兴,201008,9882,2.16
74,绍兴,201007,9673,-3.82
75,绍兴,201006,10057,0.64
0,深圳,201609,55001,0.96
1,深圳,201608,54478,2.05
2,深圳,201607,53384,1.93
3,深圳,201606,52373,1.97
4,深圳,201605,51361,2.00
5,深圳,201604,50354,2.84
6,深圳,201603,48963,3.63
7,深圳,201602,47248,5.41
8,深圳,201601,44823,5.24
9,深圳,201512,42591,3.53
10,深圳,201511,41139,2.54
11,深圳,201510,40120,3.49
12,深圳,201509,38767,1.77
13,深圳,201508,38093,0.72
14,深圳,201507,37821,9.73
15,深圳,201506,34467,6.58
16,深圳,201505,32339,2.68
17,深圳,201504,31495,1.09
18,深圳,201503,31155,0.59
19,深圳,201502,30972,0.18
20,深圳,201501,30916,0.64
21,深圳,201412,30719,0.62
22,深圳,201411,30530,0.95
23,深圳,201410,30243,0.25
24,深圳,201409,30168,0.09
25,深圳,201408,30141,-0.19
26,深圳,201407,30198,-0.41
27,深圳,201406,30322,-1.84
28,深圳,201405,30890,-0.85
29,深圳,201404,31155,-0.17
30,深圳,201403,31208,0.77
31,深圳,201402,30970,1.16
32,深圳,201401,30615,0.08
33,深圳,201312,30591,0.86
34,深圳,201311,30330,1.20
35,深圳,201310,29971,2.83
36,深圳,201309,29146,3.15
37,深圳,201308,28256,1.34
38,深圳,201307,27883,1.24
39,深圳,201306,27542,1.50
40,深圳,201305,27135,1.52
41,深圳,201304,26729,1.94
42,深圳,201303,26221,2.03
43,深圳,201302,25699,2.55
44,深圳,201301,25060,2.18
45,深圳,201212,24525,1.28
46,深圳,201211,24215,0.28
47,深圳,201210,24147,0.41
48,深圳,201209,24049,0.05
49,深圳,201208,24037,0.21
